Z,H,temp,temp_ratio,pressure,pressure_ratio,density,density_ratio,c,g
625000.0000000000000000000,569100.0000000000000000000,999.9020000000000000000,3.4701000000000000000,0.0000000626440000000,0.0000000000006182400,0.0000000000000799810,0.0000000000000652900,633.9000000000000000000,8.1295000000000000000
630000.0000000000000000000,573200.0000000000000000000,999.9100000000000000000,3.4701000000000000000,0.0000000595100000000,0.0000000000005873100,0.0000000000000746780,0.0000000000000609620,633.9100000000000000000,8.1178000000000000000
635000.0000000000000000000,577300.0000000000000000000,999.9170000000000000000,3.4701000000000000000,0.0000000565850000000,0.0000000000005584500,0.0000000000000697700,0.0000000000000569550,633.9100000000000000000,8.1062000000000000000
640000.0000000000000000000,581500.0000000000000000000,999.9230000000000000000,3.4701000000000000000,0.0000000538550000000,0.0000000000005315000,0.0000000000000652250,0.0000000000000532450,633.9100000000000000000,8.0947000000000000000
645000.0000000000000000000,585600.0000000000000000000,999.9290000000000000000,3.4702000000000000000,0.0000000513030000000,0.0000000000005063200,0.0000000000000610150,0.0000000000000498080,633.9100000000000000000,8.0831000000000000000
650000.0000000000000000000,589700.0000000000000000000,999.9340000000000000000,3.4702000000000000000,0.0000000489170000000,0.0000000000004827700,0.0000000000000571140,0.0000000000000466240,633.9100000000000000000,8.0716000000000000000
655000.0000000000000000000,593800.0000000000000000000,999.9390000000000000000,3.4702000000000000000,0.0000000466840000000,0.0000000000004607400,0.0000000000000534990,0.0000000000000436720,633.9200000000000000000,8.0601000000000000000
660000.0000000000000000000,597900.0000000000000000000,999.9440000000000000000,3.4702000000000000000,0.0000000445940000000,0.0000000000004401100,0.0000000000000501470,0.0000000000000409360,633.9200000000000000000,8.0486000000000000000
665000.0000000000000000000,602000.0000000000000000000,999.9480000000000000000,3.4702000000000000000,0.0000000426350000000,0.0000000000004207800,0.0000000000000470380,0.0000000000000383980,633.9200000000000000000,8.0371000000000000000
670000.0000000000000000000,606100.0000000000000000000,999.9520000000000000000,3.4702000000000000000,0.0000000407990000000,0.0000000000004026500,0.0000000000000441540,0.0000000000000360440,633.9200000000000000000,8.0257000000000000000
675000.0000000000000000000,610200.0000000000000000000,999.9560000000000000000,3.4703000000000000000,0.0000000390760000000,0.0000000000003856500,0.0000000000000414780,0.0000000000000338590,633.9200000000000000000,8.0143000000000000000
680000.0000000000000000000,614300.0000000000000000000,999.9590000000000000000,3.4703000000000000000,0.0000000374590000000,0.0000000000003696900,0.0000000000000389930,0.0000000000000318310,633.9200000000000000000,8.0029000000000000000
685000.0000000000000000000,618400.0000000000000000000,999.9620000000000000000,3.4703000000000000000,0.0000000359400000000,0.0000000000003547000,0.0000000000000366860,0.0000000000000299480,633.9200000000000000000,7.9915000000000000000
